image_id,class_id,class_name,nuclear_fragmentation_index,cell_shrinkage_ratio,membrane_blebbing_score,chromatin_condensation_proxy,cell_swelling_index,membrane_permeability_proxy,mean_intensity,total_intensity,intensity_variance,area_covered_ratio,cell_count,density_cells_per_10k_px,cell_area_mean,cell_area_std,cell_area_median,small_cell_fraction,medium_cell_fraction,large_cell_fraction,plate_id
img_3_94,3,necrosis,0.2590738423028786,0.34730913642052563,0.0,1651.6622059141814,2.3125,34.52888639070628,38.74128723144531,10155796.0,1651.646118545672,0.29323577880859375,1598.0,60.9588623046875,48.103878021240234,115.63577270507812,27.5,0.727784730913642,0.26282853566958697,0.009386733416770964,315
img_1_184,1,early_apoptosis,0.08530259365994236,0.2639769452449568,0.0,1382.7920817259876,1.3076923076923077,47.20421201864801,42.815006256103516,11223697.0,1382.910742677268,0.19860458374023438,1735.0,66.18499755859375,30.007492065429688,71.15849304199219,19.0,0.9170028818443804,0.0760806916426513,0.0069164265129683,130
img_0_153,0,viable,0.10944700460829493,0.25460829493087556,0.0,1213.8095417853795,1.4615384615384615,83.47376198050372,42.55244827270508,11154869.0,1213.9964328334754,0.2044677734375,1736.0,66.22314453125,30.87557601928711,74.74310302734375,19.0,0.9066820276497696,0.0869815668202765,0.006336405529953917,25
img_0_75,0,viable,0.11487650775416428,0.2556002297530155,0.0,1398.7690565130872,1.3846153846153846,76.77672901076218,44.22014236450195,11592045.0,1398.9518844768027,0.20267868041992188,1741.0,66.41387939453125,30.517518997192383,79.9026107788086,20.0,0.913268236645606,0.08156232050545663,0.005169442848937392,12
img_2_230,2,late_apoptosis,0.3284823284823285,0.35828135828135826,0.0,780.138441810664,2.9705882352941178,42.07915426177537,33.27505874633789,8722857.0,780.140937382108,0.301300048828125,1443.0,55.04608154296875,54.735965728759766,64.82556915283203,34.0,0.6354816354816355,0.33194733194733195,0.03257103257103257,238
img_1_196,1,early_apoptosis,0.26545454545454544,0.33151515151515154,0.0,1034.533406024486,2.4375,50.59472733784121,35.18800735473633,9224325.0,1034.5388452816842,0.29271697998046875,1650.0,62.9425048828125,46.505455017089844,74.84032440185547,28.0,0.7115151515151515,0.27454545454545454,0.013939393939393939,132
img_0_188,0,viable,0.10914634146341463,0.2652439024390244,0.0,1271.177896691298,1.4615384615384615,51.18924565841334,43.384029388427734,11372863.0,1271.3878874871734,0.19986724853515625,1640.0,62.56103515625,31.947561264038086,84.73928833007812,20.0,0.9060975609756098,0.08658536585365853,0.007317073170731708,31
img_1_21,1,early_apoptosis,0.32846207376478775,0.35142658315935976,0.0,1373.1134194275633,2.6666666666666665,54.872531991289335,35.61754608154297,9336926.0,1372.9171979333623,0.3095359802246094,1437.0,54.81719970703125,56.46694564819336,100.18927001953125,32.0,0.6645789839944328,0.31524008350730687,0.020180932498260265,103
img_0_236,0,viable,0.36278342455043,0.36982017200938233,0.0,1041.2394636865909,2.5714285714285716,63.2749000196828,34.41359329223633,9021317.0,1041.2936584536071,0.2987327575683594,1279.0,48.78997802734375,61.228302001953125,89.8243179321289,41.0,0.5832681782642689,0.3893666927286943,0.027365129007036748,39
img_1_237,1,early_apoptosis,0.1108419139915203,0.26105390672319806,0.0,1416.2348398921667,1.3846153846153846,60.1734580486255,43.814308166503906,11485658.0,1416.413692065922,0.19894027709960938,1651.0,62.98065185546875,31.587522506713867,77.49576568603516,19.0,0.9152029073288915,0.07571168988491823,0.009085402786190187,139
